time, GPS_numSat, GPS_coord[0], GPS_coord[1], GPS_altitude, GPS_speed (m/s), GPS_ground_course, axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisD[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
142201821,8,1.3288788,103.7861978,27,5.85,335.2,0,-1,7,0,2,6,4,2,0,-91,-1,0,1203,1.604,992,-59,1,-2,-1041,355,3017,455,375,417,459, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
142492094,8,1.3288902,103.7861978,27,6.2,348,0,0,-17,1,4,1,-1,-1,0,-91,-3,0,1217,1.604,1023,-59,-2,6,-723,365,3092,426,486,500,408, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
142602401,8,1.3289023,103.7861978,27,6.38,355.6,-1,0,-14,2,5,0,-1,0,0,-91,-3,0,1230,1.604,1023,-57,-2,5,-1150,875,3566,462,502,529,433, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
142802340,8,1.3289147,103.7861969,26,6.81,357.3,1,6,-12,-1,2,-1,-3,5,0,-91,-3,0,1250,1.604,1023,-60,-9,4,-1727,418,4049,532,526,581,449, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
143002751,8,1.3289272,103.7861946,26,6.98,354.5,-4,-3,-5,6,4,-5,0,-2,0,-3,-4,0,1287,1.595,1023,3,1,2,-1860,918,5388,559,621,625,584, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
143212571,8,1.3289394,103.78619,26,7.02,350,0,-1,-3,4,3,-9,0,0,0,38,-4,-4,1254,1.604,1012,24,-1,-1,-1576,-441,4694,495,543,578,505, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
143492838,8,1.3289523,103.7861834,26,7.62,340.8,0,1,4,2,1,-13,3,-3,0,60,-1,-7,1247,1.604,1023,37,-3,-5,-1529,202,4081,479,519,554,511, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
143602695,8,1.3289652,103.7861751,25,8.34,330.3,2,-1,-10,2,0,-13,3,0,0,45,-1,-12,1247,1.604,1023,26,1,-3,-2002,118,4045,437,555,588,484, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
143803112,8,1.3289782,103.7861662,25,8.73,326,0,-1,4,3,2,-14,2,4,0,37,-1,-22,1247,1.604,1023,24,1,-14,-1301,-441,4090,492,515,564,492, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
144003030,8,1.3289919,103.7861571,25,8.95,325.1,-1,-1,-2,2,4,-11,0,-1,0,16,-1,-19,1247,1.604,1023,12,1,-9,-1600,-512,4011,484,539,557,484, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
144203479,8,1.329006,103.7861483,25,9.22,327.7,3,0,-8,4,3,-7,2,-1,0,29,1,-22,1231,1.604,1023,15,0,-9,-1657,-696,3623,425,491,551,467, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
144493565,8,1.3290201,103.7861401,25,9.2,329.6,0,-4,5,4,4,-9,0,7,0,123,-38,-86,1287,1.595,1012,80,-19,-49,-1574,-966,4471,593,577,637,583, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
144613714,8,1.3290344,103.7861328,24,9.04,331.2,0,0,-5,1,7,-8,16,1,0,132,-42,-123,1330,1.586,1012,87,-28,-68,-2282,-1562,6183,636,653,781,668, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
144813820,8,1.329049,103.7861276,24,8.91,335.1,0,-3,16,4,6,-2,-9,0,0,152,-59,-155,1392,1.577,1023,102,-35,-93,-751,-2061,8426,860,782,775,826, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
145014472,8,1.329062,103.7861267,24,8.33,345.8,0,1,25,10,1,6,8,0,0,148,-70,-166,1410,1.577,1023,98,-46,-110,-733,-2292,9526,884,722,825,958, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
145214954,8,1.3290717,103.786131,25,6.58,357.9,1,0,-25,21,0,2,0,2,0,210,-71,-181,1396,1.569,982,155,-46,-105,-991,-2505,9154,719,812,932,811, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
145505059,8,1.3290741,103.7861389,25,5.71,10.6,0,-3,10,25,-1,-6,0,-2,0,246,-72,-196,1357,1.586,920,199,-42,-131,-67,-2303,8170,667,687,776,829, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
145615174,8,1.3290694,103.7861472,25,5.06,46.2,2,-1,3,25,-2,-8,-5,-12,0,249,-91,-198,1357,1.577,879,200,-57,-131,67,-1865,7916,640,735,764,819, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
145815702,8,1.3290616,103.7861524,25,5.81,107.4,-3,0,-27,25,0,-7,-2,-2,0,247,-93,-191,1357,1.577,838,204,-60,-113,1135,-1437,7410,610,782,862,704, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
146015555,8,1.3290517,103.7861516,25,5.09,128.1,0,0,-10,22,1,-8,-2,2,0,241,-85,-189,1357,1.577,869,192,-53,-117,-135,-1188,7684,657,734,834,733, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
146206106,8,1.3290422,103.7861447,25,6.5,169.8,-4,0,-2,14,2,-7,-12,1,0,143,-43,-152,1338,1.586,910,100,-27,-89,-754,-595,7324,693,724,726,661, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
146506527,8,1.3290374,103.7861352,24,6.76,196.4,0,-1,-3,12,0,0,3,0,0,79,-2,-33,1303,1.586,961,50,0,-17,-211,-764,5827,582,605,675,658, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
146616642,8,1.3290374,103.7861261,24,5.45,222,0,0,10,10,0,0,2,0,0,45,-1,-5,1310,1.595,951,29,-1,-6,-104,-406,5812,640,591,650,694, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
146816848,8,1.3290403,103.7861185,24,4.94,255.7,-3,0,-2,8,0,-1,-5,4,0,36,-2,-3,1344,1.577,910,27,-3,-1,-510,-657,7029,719,707,734,692, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
147016958,8,1.3290455,103.7861131,24,4.39,284.8,0,0,7,4,2,0,1,2,0,1,-7,-3,1326,1.595,849,1,-4,-4,-1318,-151,6547,688,642,682,694, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
147217375,8,1.3290538,103.7861096,24,4.44,310.2,-1,0,2,3,3,0,-1,0,0,0,-3,-3,1291,1.595,787,1,-2,-2,-868,-273,5359,618,590,608,605, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
147507542,8,1.3290642,103.7861078,24,5.36,330.3,-1,0,-3,0,2,0,0,0,0,18,-3,-20,1264,1.595,736,13,-3,-10,-990,-327,4232,551,551,563,536, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
147607822,8,1.3290755,103.7861075,24,5.83,343.8,0,0,9,2,3,0,0,-1,0,38,-1,-23,1250,1.595,777,24,-1,-16,-790,68,3852,542,489,514,543, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
147808037,8,1.3290879,103.7861085,25,6.51,353.5,-2,-2,-21,9,1,-5,-8,0,0,174,-25,-76,1228,1.604,869,124,-14,-34,-1123,-625,3151,414,546,533,416, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
148018166,8,1.3291008,103.7861106,25,7.16,2.4,-2,1,8,7,6,-12,6,0,0,216,-46,-143,1287,1.595,900,164,-31,-86,-1342,-1705,4887,580,560,653,596, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
148218399,8,1.329113,103.7861153,25,7.31,7.5,6,-2,5,12,1,-11,7,3,0,237,-116,-196,1355,1.586,941,182,-74,-129,316,-2245,7390,665,683,818,775, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
148508225,8,1.3291201,103.7861237,25,7.08,16.4,3,3,14,21,1,-4,18,-1,0,261,-113,-209,1368,1.577,1023,216,-77,-146,-260,-2123,8967,693,628,846,880, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
148618280,8,1.3291211,103.7861326,24,6.31,43.7,3,5,0,18,0,0,3,0,0,268,-93,-198,1312,1.586,1023,228,-65,-130,-279,-1374,7070,605,572,720,695, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
148828285,8,1.3291154,103.7861394,23,4.75,72.6,-5,-5,-20,2,3,4,8,-7,0,240,-87,-170,1326,1.586,1023,197,-50,-97,-344,-836,5718,609,723,703,671, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
149008389,8,1.3291097,103.7861412,22,4.65,106.9,1,0,0,6,0,-6,-2,0,0,199,-111,-153,1393,1.577,1023,143,-73,-91,-782,-61,8260,785,814,839,813, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
149218513,8,1.3291074,103.7861382,22,2.76,130.6,2,1,0,2,1,-7,-4,-1,0,164,-122,-133,1472,1.551,961,110,-82,-76,-640,-198,11829,955,987,995,956, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
149509111,8,1.3291102,103.7861331,22,2.78,174.7,3,0,-8,6,5,-7,-9,5,0,161,-90,-130,1343,1.586,1023,106,-59,-72,-1288,-379,7563,699,718,778,649, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
149619134,8,1.3291178,103.7861291,22,4.52,293.7,2,0,2,8,5,-7,-6,4,0,192,-61,-135,1296,1.586,1023,136,-39,-79,-963,-825,5922,617,595,658,592, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
149818975,8,1.3291265,103.7861282,22,5.16,325.7,0,-2,4,8,2,-4,-2,2,0,231,-106,-166,1340,1.577,1023,180,-66,-103,-1221,-1740,6653,696,688,723,712, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
150019215,8,1.3291337,103.7861313,23,4.76,340.5,4,0,-20,13,2,0,-2,0,0,225,-142,-191,1389,1.569,992,168,-94,-115,-237,-1919,8704,727,814,897,780, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
150219715,8,1.3291351,103.7861387,22,4.71,3.8,8,-1,-15,19,1,0,-1,-4,0,234,-137,-198,1368,1.577,971,174,-90,-124,-1058,-1786,8247,652,744,855,795, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
150509624,8,1.3291291,103.7861466,22,5.22,72.2,0,0,-1,25,0,-4,3,-5,0,286,-137,-198,1364,1.577,920,259,-90,-129,496,-2090,7624,659,712,822,821, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
150619644,8,1.3291149,103.7861533,20,6.36,122.2,0,-5,29,23,0,-3,-2,-4,0,260,-140,-185,1383,1.577,900,220,-88,-127,404,-1597,8048,780,708,759,922, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
150819638,8,1.3291051,103.7861511,19,7.78,166.4,2,0,-11,22,0,-2,5,0,0,221,-167,-174,1456,1.551,930,165,-116,-103,-427,-976,10735,838,899,1052,974, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
151019969,8,1.3291009,103.7861448,19,5.21,177.5,-2,0,-13,12,2,-5,2,0,0,166,-131,-155,1397,1.569,920,117,-88,-88,-172,-769,8994,755,826,905,797, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
151220339,8,1.3291023,103.7861396,19,3.95,216.2,-3,8,9,6,5,-6,2,0,0,158,-82,-146,1333,1.577,1002,111,-62,-89,-628,-497,7559,716,640,727,680, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
151510595,8,1.3291059,103.7861382,19,2.48,260.2,0,1,-40,14,-1,-8,17,0,0,239,-92,-186,1268,1.586,1002,189,-61,-104,-363,-589,4728,371,595,751,516, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
151620681,8,1.3291088,103.7861402,20,2.28,288.4,-1,0,1,12,0,-13,1,6,0,262,-113,-206,1287,1.586,1002,223,-73,-138,-498,-842,5313,554,584,666,584, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
151820962,8,1.3291093,103.7861449,20,2.34,337.6,1,1,5,17,2,-12,-4,0,0,298,-132,-208,1297,1.586,992,282,-89,-142,-682,-1481,5760,577,592,677,625, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
152021473,8,1.329107,103.7861509,19,3.5,59.3,1,0,-11,22,1,-9,0,0,0,294,-146,-211,1352,1.577,992,274,-98,-139,-511,-780,7006,630,722,836,729, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
152221895,8,1.3291035,103.7861521,19,3.88,97.1,0,-4,1,20,0,-7,2,6,0,284,-161,-205,1526,1.533,992,256,-106,-137,-614,-1101,11319,1023,1038,1156,1115, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
