time, GPS_numSat, GPS_coord[0], GPS_coord[1], GPS_altitude, GPS_speed (m/s), GPS_ground_course, axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisD[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
52359823,7,1.3293954,103.786184,25,0.2,182,0,0,-1,0,0,0,0,0,0,0,0,-1,1000,1.843,1023,-1,0,0,52,-245,4205,116,123,122,116,0,0, IDLE,0,0
52359280,7,1.3293954,103.786184,25,0.11,182,0,0,-1,0,0,0,0,0,0,0,0,-1,1000,1.843,1023,-1,0,0,52,-245,4205,116,123,122,116,0,0, IDLE,0,0
52361849,7,1.3293955,103.786184,25,0.11,182,0,0,-1,0,0,0,0,0,0,0,0,-1,1000,1.843,1023,-1,0,0,52,-245,4205,116,123,122,116,0,0, IDLE,0,0
52667770,7,1.3293956,103.786184,25,0.02,182,0,0,-2,0,0,0,-2,-2,0,0,0,-1,1000,1.843,1023,-1,1,0,35,-281,4203,119,143,122,124, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
52868161,7,1.3293955,103.7861839,25,0.04,182,0,0,11,0,0,0,2,-2,0,0,0,5,1000,1.852,1023,0,1,-1,37,-262,4204,159,123,122,183, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
53078226,7,1.3293956,103.7861839,25,0.04,182,-1,22,2,0,8,0,-7,4,0,0,36,1,1037,1.843,1023,1,0,0,52,-243,4203,300,144,254,121, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
53358674,7,1.3293956,103.7861838,25,0.04,182,-1,-8,-3,2,4,1,-1,3,0,0,56,38,1250,1.817,1023,1,45,22,-32,-185,4691,521,524,524,518, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
53468476,7,1.3293955,103.7861838,25,0.03,182,2,-1,-5,2,5,2,2,4,0,0,62,40,1287,1.826,1023,-3,42,24,-646,-97,6081,591,571,634,593, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
53679154,7,1.3293947,103.7861836,25,0.24,182,1,0,-27,5,0,-2,2,2,0,0,33,38,1338,1.808,1023,-2,20,30,-220,-478,7836,630,736,786,653, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
53869316,7,1.329392,103.786183,25,0.76,187.2,-1,0,2,7,2,-3,1,2,0,0,62,64,1277,1.826,1023,2,39,34,28,-547,7327,572,551,605,580, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
54079377,7,1.3293867,103.7861817,26,2.39,193.6,0,-1,5,1,1,3,0,-1,0,-20,68,112,1242,1.817,1012,-12,45,61,-224,-56,4530,515,487,491,530, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
54369690,7,1.3293786,103.7861792,27,4.08,193.5,0,1,1,0,1,1,-1,1,0,-81,79,68,1270,1.817,1023,-53,49,37,-216,19,5546,579,548,565,559, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
54479788,7,1.3293687,103.7861761,28,5.14,196.5,-4,0,-1,0,1,0,0,-2,0,-94,79,54,1286,1.817,1023,-57,51,30,-222,158,5789,598,606,589,588, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
54670339,7,1.3293557,103.7861735,28,6.71,194.6,2,-3,0,0,0,-1,-3,3,0,-149,23,25,1361,1.799,1023,-103,18,14,-700,867,8072,746,751,751,743, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
54870501,7,1.3293395,103.7861747,29,8.22,183,-2,0,27,1,0,0,-10,1,0,-104,40,33,1403,1.772,1023,-65,25,8,175,2130,10932,913,795,760,864, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
55081016,7,1.3293212,103.7861818,30,10.37,166.5,0,2,15,3,-1,2,4,0,0,-71,72,55,1387,1.772,1023,-46,44,25,-210,2333,8856,821,746,783,852, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
55361275,7,1.3293024,103.7861967,31,12.72,148.4,4,0,-11,4,-5,5,0,-1,0,-32,0,52,1518,1.737,1023,-25,-1,32,-245,2917,13305,1024,1075,1084,1084, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
55481258,7,1.3292846,103.7862213,32,15.23,134.1,3,0,3,5,-1,5,1,0,0,-17,0,48,1560,1.701,1023,-14,-1,25,-733,3159,14942,1147,1113,1152,1196, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
55681643,7,1.3292695,103.786258,33,19.69,118.9,1,0,6,9,-1,6,-6,4,0,0,3,47,1456,1.737,1023,-2,2,23,-1160,3388,7147,962,897,929,974, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
55881707,7,1.3292567,103.7863037,33,25.51,108.4,0,-1,2,10,0,3,-2,-1,0,2,9,0,1396,1.772,1012,1,7,-1,-157,2467,4600,811,790,821,853, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
56081743,7,1.3292462,103.7863536,34,27.82,103.5,-3,0,-5,8,1,1,-6,-2,0,30,0,-35,1396,1.764,1012,22,0,-17,-1619,1444,3652,808,834,823,810, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
56371738,7,1.3292371,103.7864068,35,29.24,100.5,-3,-2,7,3,2,2,-2,0,0,0,26,-4,1447,1.746,1023,4,19,-5,-989,770,3751,949,906,896,939, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
56481863,7,1.3292286,103.7864624,35,30.78,98.9,-2,-2,-2,2,0,2,2,5,0,0,19,-3,1510,1.71,1023,2,14,-1,-993,69,6434,1052,1039,1059,1051, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
56682026,7,1.32922,103.7865223,35,32,98.3,6,5,-7,5,0,2,16,6,0,-3,-11,-1,1629,1.675,1023,-9,-14,2,-1803,1040,10276,1250,1213,1391,1315, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
56882102,7,1.3292111,103.7865894,35,35.21,97.8,-1,5,0,5,4,3,2,-8,0,-3,-23,0,1742,1.586,1012,-1,-22,0,-2670,128,10852,1515,1500,1535,1538, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
57082546,7,1.3292023,103.7866658,36,40.13,96.7,1,0,0,14,11,0,0,0,0,-3,-8,-1,2000,1.409,992,-15,-12,0,-5405,1047,12169,1976,1926,2047,1991, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
57372913,7,1.3291931,103.7867545,36,45.9,96.9,-1,0,0,14,8,5,-1,0,0,-3,-9,-3,2000,1.391,982,6,-5,-3,-4996,2163,6978,2010,1946,2032,2026, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
57482689,7,1.3291843,103.786855,38,53.56,95.6,0,0,0,16,8,3,-1,0,0,-3,-10,-3,2000,1.4,982,-6,-11,-3,-6177,1555,8017,1985,1921,2036,2015, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
57682632,7,1.3291765,103.7869628,39,58.69,94.6,2,-2,0,12,0,6,0,-3,0,-3,-42,-1,1571,1.675,1023,-4,-25,-1,-4851,719,-4896,1145,1138,1183,1233, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
57883091,7,1.3291698,103.7870694,41,61.66,93.8,3,0,-20,15,-4,0,1,5,0,-2,-14,-1,1350,1.746,1023,-6,-10,6,-7922,1923,-6811,636,717,825,723, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
58083275,7,1.3291638,103.787167,43,57.23,93.6,-1,1,-15,25,-8,-11,-6,2,0,-2,-6,-1,1355,1.746,1023,0,-6,5,-6227,1355,-6887,622,764,833,723, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
58373326,7,1.329159,103.7872556,44,51.72,93.1,-3,3,7,13,-2,-9,0,1,0,-2,-9,-1,1424,1.737,1023,2,-10,-3,-6866,435,-2910,853,852,908,890, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
58483269,7,1.3291552,103.7873377,46,47.24,92.5,-1,3,1,8,0,-6,-2,-2,0,-2,-4,-1,1432,1.728,1023,-1,-7,-1,-6184,108,600,870,890,917,891, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
58683545,7,1.3291518,103.7874161,48,44.52,92.1,5,0,4,3,1,-1,3,-3,0,-2,-1,-1,1436,1.737,1023,-7,0,-2,-5460,-608,1279,873,872,915,941, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
58883500,7,1.3291484,103.7874921,50,43.03,92.2,-3,2,-3,5,2,0,-1,-4,0,175,-6,-4,1474,1.71,1023,124,-7,-1,-5791,-2430,806,971,980,988,970, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
59083627,7,1.3291425,103.7875668,52,41.84,92.5,-4,-5,19,-45,-16,15,19,-1,0,161,-1,-5,1476,1.693,1023,115,5,-9,-3496,-15316,5166,1074,1028,783,1041, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
59373932,7,1.329126,103.7876379,53,41.64,96.2,6,6,8,-46,-18,25,-3,-4,0,-33,-14,-1,1526,1.657,1023,-27,-16,-4,-4187,-13758,8188,1220,1137,877,1099, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
59484389,7,1.3290953,103.7877033,56,39.94,107.9,6,6,8,-40,-9,27,-6,0,0,-81,-13,0,1504,1.675,1023,-58,-15,-3,-5034,-9634,5067,1198,1056,865,1035, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
59684433,7,1.3290533,103.7877644,57,40.54,120.8,20,1,-26,-4,3,20,9,3,0,-124,-3,0,1493,1.701,1012,-102,-3,9,-3654,1059,2123,968,956,1100,1040, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
59884651,7,1.3290075,103.7878252,59,42.23,127.6,11,-1,-29,36,-3,0,1,-2,0,-76,-1,-1,1493,1.684,1002,-60,1,10,-4467,10384,6063,830,988,1166,1079, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
60085203,7,1.3289684,103.7878884,61,41.7,125.4,-12,1,4,45,-5,-13,-2,0,0,95,-1,-1,1493,1.693,1002,74,-3,-2,-5014,8514,4478,921,973,1096,1073, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
60385313,7,1.328937,103.7879543,63,40.84,117.6,-9,1,10,-3,2,-4,-12,-2,0,97,0,-32,1481,1.701,1023,73,-1,-21,-2785,-5136,2293,1061,1032,929,945, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
60475671,7,1.3289065,103.7880204,66,40.65,113.4,-7,-4,14,-12,0,-1,-5,2,0,136,0,-50,1461,1.71,1023,97,4,-32,-4214,-7037,2315,1029,977,867,930, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
60685897,7,1.3288704,103.7880838,68,40.8,115.9,-8,-2,12,-37,-17,10,4,-3,0,186,-1,-96,1429,1.719,1012,141,2,-58,-2554,-14366,2965,975,977,696,895, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
60886151,7,1.3288257,103.78814,70,40.47,122.5,11,7,-3,-40,-19,6,14,-2,0,209,-3,-114,1455,1.684,1012,144,-10,-63,1003,-16964,8239,946,994,872,942, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
61086574,7,1.3287718,103.7881859,70,38.71,133.4,1,7,-25,5,-7,-7,-1,13,0,166,-12,-85,1473,1.693,1023,112,-16,-38,891,-14752,5718,922,1005,1090,884, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
61376728,7,1.3287156,103.7882138,71,38.45,144.6,1,0,21,20,-2,-22,0,7,0,130,-89,-45,1465,1.684,951,85,-57,-32,955,-12442,6118,923,904,1017,992, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
61486787,7,1.3286602,103.7882237,72,33.08,161.8,0,-1,22,18,-4,-17,-2,-1,0,96,-68,-58,1447,1.693,920,62,-42,-39,-20,-11138,8497,880,895,930,984, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
61686859,7,1.3286099,103.7882198,73,29.84,177.1,7,-4,25,20,-4,-9,-2,-16,0,24,-4,-58,1504,1.666,920,9,2,-40,-16,-9947,9667,966,1005,1002,1180, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
61886789,7,1.3285663,103.7882044,75,26.54,191,-18,5,-10,9,-4,-3,-3,15,0,0,75,-32,1536,1.657,941,19,42,-14,621,-8910,10697,1135,1126,1142,1009, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
62086848,7,1.3285292,103.7881771,77,25.02,207.2,0,0,0,3,-4,-2,-3,4,0,35,93,-26,1491,1.684,961,23,59,-14,1077,-6777,10469,1009,1018,1019,1002, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
62377424,7,1.3284979,103.7881388,78,26.31,224,0,-6,14,-1,-8,-5,-6,-6,0,4,4,-3,1561,1.666,1023,3,9,-7,1102,-6994,10367,1145,1198,1070,1203, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
62487325,7,1.3284724,103.788091,80,28.62,236.3,0,-1,-5,-1,-6,-7,0,-7,0,0,0,0,1605,1.631,1023,-1,2,2,2311,-6101,11734,1180,1311,1235,1248, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
62687182,7,1.3284529,103.7880331,81,31.41,246.9,3,2,-1,-3,-4,-4,5,-6,0,-3,0,1,1766,1.551,1023,-7,-4,1,-160,-5320,10940,1528,1590,1575,1590, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
62887633,7,1.328439,103.7879628,82,36.23,255.2,1,0,4,0,-2,1,0,-2,0,-4,0,1,1882,1.453,1023,-6,-2,-3,28,-3128,4532,1804,1797,1791,1835, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
63088186,7,1.3284289,103.7878786,82,43.08,261.4,0,0,0,-1,0,7,0,0,0,-4,0,13,1928,1.427,1023,-3,1,8,-1901,-2080,9748,1918,1886,1885,1912, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
63378179,7,1.3284215,103.7877817,83,50.67,264.6,0,-1,3,2,0,11,1,1,0,-4,-1,10,1956,1.4,1023,-5,6,0,-2476,-1081,10471,1982,1910,1934,2003, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
63488307,7,1.3284162,103.7876747,83,57.05,266.5,0,0,0,4,3,11,1,0,0,-4,-1,7,1974,1.391,1023,-3,4,3,-2826,-153,9084,2013,1943,1986,2033, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
63688453,7,1.3284114,103.78756,84,61.7,267.6,-1,0,0,1,3,13,0,1,0,-4,-1,3,2000,1.391,1023,11,-6,3,-3561,-1064,6379,2047,1964,1982,2018, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
63888238,7,1.3284066,103.78744,84,65.64,267.6,-2,1,-1,8,2,12,-1,0,0,-1,-16,0,2000,1.391,1023,14,-23,4,-4486,44,3705,2033,1957,2005,2035, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
64088581,7,1.3284014,103.7873164,85,67.76,267.7,-3,0,0,8,1,12,1,0,0,0,-3,0,2000,1.391,1023,20,-1,-1,-4899,1009,-708,2016,1942,1983,2043, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
64378685,7,1.3283947,103.7871906,85,69.55,267.4,0,0,0,11,4,10,0,0,0,1,-1,0,2000,1.409,1023,-4,4,0,-6536,836,-860,1993,1926,2002,2039, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
64488910,7,1.3283866,103.7870637,86,70.23,266.6,-4,1,-1,11,1,12,0,0,0,1,-1,0,2000,1.4,1023,30,-8,3,-4189,1003,1080,2015,1946,1994,2041, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
64688824,7,1.328378,103.7869357,87,70.98,266.1,-4,2,1,24,1,15,-2,0,0,2,31,0,2000,1.409,1023,34,5,-3,-4334,3596,439,1971,1861,1976,2033, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
64889491,7,1.3283688,103.7868077,88,71.35,266.2,-2,0,4,19,-6,19,-3,0,0,4,56,-1,2000,1.418,1023,17,34,-12,665,1473,1048,1956,1863,1905,2047, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
65089401,7,1.3283595,103.7866793,89,71.15,265.6,-2,0,0,14,-6,28,0,0,0,3,51,0,2000,1.409,1023,22,27,1,4899,865,-3535,1975,1863,1889,2047, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
65379775,7,1.3283514,103.7865506,89,71.58,266,1,2,0,15,-12,23,0,0,0,0,0,-1,2000,1.4,1023,-7,-14,-1,7329,-975,-79,1942,1870,1899,2047, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
65489448,7,1.3283452,103.7864227,88,71.35,266.7,0,-1,1,0,-11,24,0,0,0,0,-1,-1,2000,1.409,1023,-2,7,-3,5364,-2846,2766,1984,1915,1858,2047, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
65689525,7,1.3283402,103.7862949,86,70.91,267.9,5,1,0,13,-8,24,0,0,0,0,-3,-1,2000,1.409,1023,-34,-9,-2,1879,-240,-879,1927,1834,1898,2047, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
65899675,7,1.3283347,103.7861673,84,70.98,268,-3,-1,-15,-1,-4,20,-3,-6,0,0,-17,-1,1491,1.622,1023,3,-9,5,-739,-2736,-6360,1123,1164,1057,1151, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
66100141,7,1.3283307,103.7860449,81,71.01,267.5,-40,-13,12,-30,-10,17,-7,-3,0,0,-19,-1,1221,1.684,1023,41,1,-5,-2471,-5225,-15548,670,658,115,409, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
66379871,7,1.3283297,103.7859348,79,65.01,268.6,12,2,34,-103,-79,69,-2,0,0,-74,-52,7,1181,1.666,1023,-60,-36,-8,-2620,-6016,-8965,923,779,115,833, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
66490004,7,1.3283329,103.785836,76,57.24,270.3,64,24,-3,-66,-68,76,26,8,0,-94,-67,14,1252,1.684,1023,-126,-67,9,-5380,2039,-10095,561,373,318,852, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
66700293,7,1.3283351,103.7857453,74,52.86,273.5,92,-80,-211,91,-47,26,8,12,0,-110,-60,38,1333,1.577,1002,-165,43,94,-4474,21378,4047,116,1285,1660,1318, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
66890520,7,1.3283229,103.785659,71,48.02,270.1,-30,20,-70,114,-89,-23,4,9,0,-111,-54,48,1375,1.639,1002,-42,-55,51,858,21791,465,202,934,1067,905, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
67100826,7,1.3282961,103.7855812,68,48.65,256.5,8,-5,-22,74,-52,-44,-2,15,0,-107,-36,16,1396,1.648,1002,-78,-18,16,-1192,18741,5375,374,886,1062,953, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
67280920,5,1.3282961,103.7855812,68,43.41,246,-23,9,-19,36,-38,-53,-13,0,0,-136,-1,0,1366,1.657,1002,-66,-11,7,976,14535,3889,528,993,859,652, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
67381078,5,1.3282578,103.785519,66,43.41,246,-13,-1,8,21,-33,-54,12,-7,0,-133,7,-1,1336,1.666,1002,-74,7,-3,-2776,12872,5627,445,853,754,735, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
67500887,5,1.3282126,103.7854686,64,39.24,233.7,4,-7,-53,17,-43,-67,-1,-1,0,-136,12,-13,1303,1.666,1023,-95,15,11,-1619,12696,3757,194,976,831,519, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
67691059,5,1.3281647,103.7854292,63,36.32,225.1,5,-2,-35,31,-57,-99,7,-3,0,-142,19,-16,1284,1.666,1023,-100,14,4,-734,11262,6108,116,941,856,527, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
67891263,5,1.3281167,103.7854004,62,32.75,215.8,-12,5,-13,25,-53,-124,-6,0,0,-140,14,-5,1275,1.675,1023,-81,3,2,-673,9122,6844,148,969,793,386, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
68091173,5,1.3280702,103.7853814,61,29.26,207.1,-6,11,-9,5,-31,-119,-5,1,0,-130,1,-1,1287,1.684,1023,-79,-11,3,-14,7267,6097,281,937,832,338, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
68381736,5,1.3280272,103.7853699,60,26.13,198.7,1,4,52,5,-3,-76,-4,-7,0,-68,0,4,1353,1.675,1023,-46,-5,-16,-2414,4721,8303,658,793,778,697, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
68491911,5,1.3279881,103.7853653,58,23.08,191.2,-3,-4,15,16,9,-63,-12,-23,0,-39,0,30,1392,1.675,1023,-21,4,11,-2507,4659,10207,662,953,877,751, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
68691768,5,1.3279537,103.7853676,57,20.27,182.5,4,-4,2,24,9,-55,6,-1,0,-8,-1,51,1416,1.657,1023,-10,4,27,-3489,4314,9824,673,886,1064,814, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
68891776,5,1.3279249,103.7853777,56,17.75,169.5,-8,-3,17,14,7,-50,-12,0,0,-3,-3,61,1447,1.657,1023,6,2,27,-2900,4170,10788,872,1001,987,830, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
69092135,5,1.3279022,103.7853958,55,15.9,153.1,0,-1,23,8,9,-33,-8,0,0,-3,-1,67,1473,1.657,1023,-1,0,28,-2862,3809,10467,975,978,1016,932, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
69392233,5,1.3278841,103.7854216,55,16.41,131.2,4,0,11,16,4,-19,-8,6,0,-17,-1,42,1504,1.639,1023,-16,-1,19,-2812,3633,12397,1016,1003,1107,1027, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
69502324,5,1.3278711,103.7854562,54,18.53,119.4,-2,-1,-1,15,3,-18,-11,0,0,-5,-1,38,1512,1.639,1023,0,1,21,-3013,3841,10351,1010,1094,1104,1010, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
69702162,5,1.327864,103.7854992,54,22.02,105.3,-1,1,5,17,3,-17,-7,0,0,6,17,23,1523,1.622,1023,6,9,11,-3171,3602,10536,1044,1072,1135,1057, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
69902441,5,1.3278622,103.7855488,54,25.77,95.4,0,5,1,12,3,-13,6,7,0,32,22,14,1524,1.631,1023,19,9,7,-3097,2184,9002,1046,1027,1184,1059, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
70102333,5,1.3278642,103.785605,54,29.33,89.5,-2,0,3,5,2,-5,12,5,0,1,9,8,1504,1.657,1023,3,6,3,-2107,845,5884,1017,993,1094,1049, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
70382933,5,1.3278681,103.7856662,54,32.85,86.6,0,1,-5,5,2,0,0,2,0,0,-38,10,1531,1.648,1023,0,-25,7,-1715,874,5675,1089,1081,1127,1076, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
70502916,5,1.3278731,103.7857314,55,35.08,85.8,1,3,1,6,3,0,4,7,0,0,-70,10,1540,1.631,1023,-2,-48,5,-4892,1140,5635,1118,1050,1167,1111, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
70703121,5,1.3278794,103.7857998,55,37.29,85,-3,-1,-17,7,6,-2,-5,1,0,0,-63,10,1547,1.622,1023,3,-38,11,-6037,975,6443,1099,1155,1183,1066, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
70893911,5,1.3278865,103.7858709,56,39.11,84.3,3,-2,0,7,9,-4,2,-4,0,-1,-3,5,1542,1.631,1023,-4,1,2,-5973,899,5523,1082,1087,1160,1133, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
